,skills
13337,",Marketing,Online Marketing,Social Media,SEM / SEO,Web Analytics"
13338,",Publishing,SEO,Content management,Social media,HTML,MS Office"
13339,",Pharma,Manager Quality Assurance,Monitoring,Javascript,HRD,Standard operating procedures"
13340,",Social Media,Marketing,Digital Marketing,SEM / SEO,Content Marketing"
13341,",Trading,Operations,Dispute Resolution,Commodities,Brokerage,Mis,Written Communication,Communication Skills,Customer Service,Strong Interpersonal Skills"
13342,",Reconciliation,Finance and Accounts,Accounting,Financial Modeling,Financial Reporting"
13343,",CA,Business Alliances,M&A,Fund Raising"
13344,",Finance,Tax Returns,Us Tax,Tax Compliance,Private Equity,Cpa"
13345,",Marketing,Digital Marketing,Campaign Management"
13346,",Testing,Software Testing Tools,Validation Testing,System Testing,Functional Testing,Hardware Testing"
13347,",Legal Jobs in Mfg,CS,Regulatory Compliance,LLB,Contract Management"
13348,",SAP BRIM,SAP FICA,IT Project Delivery,SAP Implementation"
13349,
13350,
13351,
13352,
13353,
13354,
13355,
13356,
13357,
13358,
13359,
13360,
13361,
13362,
13363,
13364,",SAS,Marketing Analytics,Statistics,Data Analytics,SQL,Analytics"
13365,
13366,
13367,
13368,
13369,
13370,
13371,
13372,
13373,
13374,",Direct Tax,Taxation,CA,Transfer Pricing"
13375,",Machine Learning,Python,Analytics,Data Analytics,Data Management,Big Data"
13376,",Analytics,Retail Analytics,Supply Chain Analytics,Python,SAS,Tableau"
13377,",Machine Learning,Python,Analytics,Data Analytics,Data Management,Big Data"
13378,
13379,
13380,",Sales,Education Sales,Telesales,EduTech Solution Sales,Sales Head,Sales Strategy"
13381,",Sales,Telesales,Education Sales,EduTech Solution Sales"
13382,
13383,",Sales,Telesales,Education Sales"
13384,",Sales,Telesales,Education Sales"
13385,
13386,",Payroll,HR Operations,HR Jobs in BFSI,HR Head"
13387,
13388,",Sales,Sales Operations,Marketing"
13389,
13390,
13391,
13392,",CCAR,SAS,Statistics,SQL,Analytics,Data Analytics"
13393,",Sales,Telesales,Education Sales"
13394,",Sales,Telesales,Education Sales"
13395,
13396,",Data Science,Analytics,SQL,Python,Tableau,Business Intelligence"
13397,",Project Management,Transition Management,Mortgage Operations,Solution Design"
13398,
13399,
13400,
13401,
13402,
13403,
13404,
13405,
13406,
13407,
13408,
13409,
13410,
13411,",Quality Control,QC,Medical Devices"
13412,",Sales,Business Alliances,Corporate Sales,B2B Sales,Client Relationships,BFSI Sales"
13413,
13414,
13415,
13416,",Java,Project Manager - Java/J2EE,MariaDB,AngularJS,Node.js,C#"
13417,",Sales,Client Engagement,Insurance Sales,Field Sales,Life Insurance Sales,Key Account Management"
13418,",Sales,Client Engagement,Insurance Sales,Field Sales,Life Insurance Sales,Key Account Management"
13419,",Campus recruitment,Internship,Personality development,UPS"
13420,
13421,
13422,",Data analysis,SQL,Operations research,Analytical,Continuous improvement,Predictive modeling"
13423,",Finance and Accounts,Accounting,CA,GAAP,Financial Reporting"
13424,",Helpdesk,MS Office,microsoft,Active directory,Service management,Information technology"
13425,",Debt Syndication,Fund Raising,Financial Modeling"
13426,",Campus recruitment,Internship,Personality development,UPS"
13427,",Debt Syndication,Fund Raising,Financial Modeling"
13428,",Telecom,Automation,Python,JIRA,Techno functional,Infrastructure"
13429,",Telecom,Automation,Python,JIRA,Techno functional,Infrastructure"
13430,",SQL,Linux,SOC,JIRA,MongoDB,application lifecycle management"
13431,",Debt Syndication,Fund Raising,Financial Modeling"
13432,",English,Engineering"
13433,
13434,
13435,
13436,
13437,",Risk Management,Internal Control"
13438,",Marketing,Digital Marketing,SEM / SEO,Campaign Management,Advertising,Web Analytics"
13439,
13440,",Strategy Consulting,Consulting - Real Estate,Client Management"
13441,",Content Management"
13442,",Pharma,Information technology,Financial reporting,aquaculture,Management,Vice President"
13443,
13444,
13445,
13446,
13447,
13448,",Operations,Operational Excellence,Performance Improvement,NBFC,Strategy,Strategic Planning"
13449,",market research,customer profiling,sales executive,marketing executive,distributors,Business Development"
13450,",GMP,Pharmacovigilance,Drug safety,Case processing,Database,Compliance"
13451,",Continuous improvement,Subject Matter Expert,Global Strategy,Manager Quality Assurance,Head Business Development,Translation"
13452,
13453,",Golang,Java,MongoDB,System Design"
13454,
13455,
13456,",Due Diligence,CA,Private Equity"
13457,",Due Diligence,CA,Private Equity"
13458,",Marketing,Social Media,Media Marketing,Online Marketing,Consumer Insights"
13459,",Sales,Media Sales,Ad Sales,Corporate Sales,B2B Sales"
13460,
13461,",Marketing,Social Media,Online Marketing,Campaign Management,Content Management,Content Writing"
13462,",Marketing,Growth Hacking"
13463,",Safety Management,Facilities Management,Security Operations,Physical Security,Vendor Management"
13464,",Marketing,SEM / SEO,Online Marketing,BFSI Marketing"
13465,",Marketing,SEM / SEO,Online Marketing,BFSI Marketing"
13466,",Record To Report,CA,Finance and Accounts,Accounts Payable,Financial Reporting,Reconciliation"
13467,
13468,",UI,AngularJS,HTML5,Bootstrap,React.js,Project Manager - UI/UX"
13469,",Record To Report,CA,Finance and Accounts,Accounts Payable,Financial Reporting,Reconciliation"
13470,",ITES,Payroll,Performance management,Strategic planning,Gaming,HR"
13471,
13472,
13473,
13474,
13475,
13476,
13477,
13478,
13479,
13480,
13481,
13482,
13483,
13484,",Auditing,FMCG,Consulting,Conflict management,Account management,Senior management"
13485,",Auditing,Billing,Financial services,Consulting,Project management,Coso"
13486,",Consulting,Oracle,PHP,Information technology,Information security,Python"
13487,",Telecom,Analytics,SQL,SAS,Consulting,RFP"
13488,",Consulting,Risk management,Billing,Succession planning,Indirect taxation,New product development"
13489,",Risk management,Financial services,External audit,Financial statements,Monitoring,Quality standards"
13490,",Auditing,Management accounting,Consulting,Conflict management,Senior management,Consultancy"
13491,",Risk management,Financial services,Investment banking,Team management,EMEA,Management"
13492,",Direct tax,Transfer pricing,Corporate taxation,Financial services,Consulting,Litigation"
13493,",Compensation and Benefits,Benefits and Rewards,HRIS,HR Compliance,Payroll,HR Operations"
13494,
13495,
13496,
13497,",Customer Success,Customer Retention,Client Engagement,Client Relationships,Customer Service"
13498,",Valuation,CA,CFA,Financial Modeling"
13499,
13500,
13501,
13502,
13503,",Consulting - eGov/PSU,Project Management,Strategy Consulting"
13504,",Consulting - eGov/PSU,Project Management,Strategy Consulting"
13505,",Consulting - Infra,Consulting - eGov/PSU,Strategy Consulting,Consulting Sales,Project Management"
13506,",Marketing,Social Media,Digital Marketing,Email Marketing,Facebook Advertising,Google Adwords"
13507,",Analytics,Data Analytics,Data Management,Data Visualization,Predictive Analytics,Business Intelligence"
13508,",Data Analytics,Data Analyst,Data Visualization,Power BI,Google Analytics"
13509,",Strategy Consulting,Consulting - eGov/PSU,Consulting - Healthcare,Project Management,Program Management"
13510,
13511,",Big Data,Data Analytics,Analytics,Data Science,Data Modeling,Data Visualization"
13512,",Data Analytics,Analytics,SQL,Business Intelligence,Python,Data Science"
13513,",Credit Policy,Credit Analysis"
13514,
13515,
13516,
13517,
13518,",Customer Success,Client Onboarding,Client Engagement,Client Management"
13519,
13520,
13521,",Social Media,Marketing,Campaign Management,Content Marketing,Education Marketing"
13522,",Social Media,Marketing,Online Marketing"
13523,",ETP,STP,Environment,Effluent Treatment Plant,Sewage Treatment Plant,RO Plant"
13524,
13525,
13526,",Tender Preparation,Tender Evaluation,Bid Management,Tender Analysis,E-Tendering,Tendering"
13527,",Compensation and Benefits,Benefits and Rewards,Compensation and Rewards,HR Operations,HR Jobs in IT/ITeS"
13528,",Demand Planning,Supply Planning"
13529,
13530,
13531,",IT Services Sales,IT Infrastructure Services Sales,IT Sales,Solutions Sales,Account Management"
13532,",Analytics,Consulting - BFSI,Data Analytics,Marketing Analytics"
13533,
13534,",Bidding,Civil engineering,Project operations,Infrastructure"
13535,",Sales,Store Sales,Sales Strategy,Retail Sales"
13536,",Project Management,Energy Operations"
13537,",Nursing,Nurse,Nursing Manager,Medical"
13538,",Customer Success,Customer Service,Client Engagement,Customer Support,Customer Experience,Client Services"
13539,",Customer Success,Account Management,IT Sales,SaaS,ERP,IT Product Sales"
13540,",Analytics,Consulting - BFSI,Data Analytics,Marketing Analytics"
13541,",Marketing,FMCG Marketing,Brand Management"
13542,",Project Finance,Marketing Analytics"
13543,",Compensation and Benefits,Compensation and Rewards,Benefits and Rewards,HR Operations"
13544,",Customer Success,Account Management,Client Engagement,IT Sales,IT Product Sales"
13545,",School,Education,English,Strategy,Senior Management,Assessment"
13546,",Marketing,Social Media,Cosmetics Marketing,Online Marketing,FMCG Marketing"
13547,",Business Alliances,Sales,B2B Sales,Corporate Sales"
13548,",Fund Raising,Sales"
13549,",Community Management,eCommerce,Campaign Management,Social Media,Marketing,Online Marketing"
13550,",Oracle System Administration,Oracle OIM,REST API,Okta,Java,LDAP"
13551,",Marketing,Agri Marketing,Growth Hacking,Market Intelligence"
13552,",Fund Raising,Sales"
13553,
13554,
13555,",central excise,,managerial skills,of excel,preparation,tax"
13556,",Manager,Indirect Taxes"
13557,
13558,
13559,
13560,",Marketing,Growth Hacking,Brand Management,Online Marketing"
13561,",Email Marketing,Marketing,Campaign Management"
13562,",Account Management,IT Product Sales,IT Services Sales,IT Sales,Business Alliances,B2B Sales"
13563,",Sql Server,Jquery,Javascript,Oops,Asp . Net Mvc,Html5"
13564,
13565,",Marketing,Campaign Management,BFSI Marketing,Social Media,PPC,Digital Marketing"
13566,",Social Media,Marketing,Digital Marketing,Campaign Management,Display Advertising,Content Marketing"
13567,",Marketing,Campaign Management,BFSI Marketing,Social Media,PPC,Digital Marketing"
13568,",Marketing,Growth Hacking,Product Development,Go To Market,B2B Marketing,New Product Development"
13569,
13570,",Business Intelligence,Analytics,Data Analytics,Data Management,Data Modeling,SAS"
13571,
13572,",Sales,Inside Sales,Telesales,B2C Sales,Outbound Sales"
13573,",Logistics,Networking,Relationship building,Leadership development,People development,CSR"
13574,
13575,
13576,
13577,
13578,
13579,
13580,
13581,",Sql Server,Jquery,Javascript,Oops,Asp . Net Mvc,Html5,Dot Net Developer,Software Developer,Net Core"
13582,
13583,
13584,
13585,",Customer service,HTML,CRO,Staffing,Performance improvement,Workforce management"
13586,",Customer service,Cold calling,Account management,Networking,New business development,HTML"
13587,",Reconciliation,Monitoring,HTML,Issue resolution,Process automation,New product development"
13588,",Succession planning,Training need analysis,Outbound,HTML,Sociology,Organizational behavior"
13589,",Reconciliation,Monitoring,HTML,Issue resolution,Process automation,New product development"
13590,",C++,J2Ee,PHP,HTML,JSP,Android"
13591,",SAS,HTML,Operations,Analytical skills,Fraud detection,Fraud analytics"
13592,",AutoCAD,MS Office,Billing,HTML,Interpersonal skills,Quantity Surveyor"
13593,",Payroll,HTML,Scheduling,SMS,Analytical,Operations"
13594,",Labour,Legal compliance,Legal,HTML,Conflict resolution,Employee counseling"
13595,",Procurement,SCM,Global sourcing,Formulation,CRM,GMP"
13596,",Billing,Revenue assurance,Telecom,Financial services,External audit,ITES"
13597,",Procurement,SCM,Global sourcing,Formulation,CRM,GMP"
13598,",Supply Planning,Operations,Inventory Management"
13599,",Direct Tax,Taxation,Transfer Pricing,CA,Compliance"
13600,",Sales,B2B Sales,Corporate Sales,Institutional Sales,Lead Generation,Solar Product Sales"
13601,",Recruitment,Finance,Business Development,Social Media,Leadership Skills,Engineering"
13602,",Tableau,Data Visualization"
13603,
13604,
13605,
13606,
13607,",M&A,Due Diligence,Transformation,Corporate Strategy"
13608,",Public Relations,Social Media,Marketing,Education Marketing,Startup,Campaign Management"
13609,",Customer Service,Help Desk,Information,Telephony support,customer relationship,access controls"
13610,",Project management,GIS,Windows,Linux,Enterprise architecture,PMP"
13611,",Python,Firmware,Coding,Computer science,Product planning,Continuous improvement,Issue resolution,Software development life cycle,Team development,HVAC system"
13612,",Techno-commercial,Billing,Pressure vessels,Manager Sales & Marketing,Mechanical,Sales"
13613,",Customer Service,Help Desk,Information,Telephony support,customer relationship,access controls"
13614,",Marketing,Education Marketing,Growth Hacking"
13615,",Sales,Education Sales,Education Marketing,Marketing"
13616,",Lead Generation,Client Onboarding,Customer Support"
13617,",Public Relations,Social Media,Marketing,Education Marketing,Startup,Campaign Management"
13618,",CA,Accounting,Finance and Accounts,Budgeting"
13619,",Accounts Payable,Finance and Accounts,Accounting,Financial Operations,Financial Reporting,Financial Control"
13620,",Social Media,Marketing,Digital Marketing,Key Account Management"
13621,",Analytics,Data Analytics,Data Management,Consulting - Mfg,Data Visualization,Business Intelligence"
13622,",Sales,SaaS Sales,IT Sales,IT Product Sales,B2B Sales,Corporate Sales"
13623,
13624,",Sales,SaaS Sales,IT Sales,IT Product Sales,B2B Sales,Corporate Sales"
13625,",Marketing,BFSI Marketing,Growth Hacking,Product Management"
13626,",Automotive,Six sigma,Supply chain,Product quality,Continuous improvement,HTTP"
