course_title/users,Ramesh,Ritesh,Rohit,Divya,Pooja,Ravi,Mansi,Hitesh,Tejas,Sonal,Rahul,Sourabh
Learn Bootstrap3 With Multi Purposes Single Page Layout,0,1,,,0,,1,0,,,,
HTML for Beginners,,,,,,,0,,,0,,1
How to Build WordPress Themes: A Web Designer's Guide,,,,,,,,,,,,1
XML DTD :basics for beginners,,0,1,,0,,1,,,1,,
Learn to make an HTML 5 website with a video background,1,,,0,1,,,,,,,1
Learn Authentication With ASP.NET Identity Security 2017,,,,0,1,,1,,,,,
HTML and CSS Foundations,,,,,,0,0,,,,,
Python Web Programming,,0,,,,,,,,,,1
Build a Complete Registration and Login System using PHP MVC,,,0,,,,,,,,,
ES6 / EcmaScript 6 for beginners an introduction,,,,,,0,,,,,,
React for visual learners,,0,,,1,,,,,,,
Learn to Create Advance Responsive Websites With Bootstrap,,,0,,1,,0,,0,0,,
Master the Art of Web Design with HTML & CSS,,,,,,,,,0,,0,
Sell Courses On Your Own Website - No Coding Required!,,,,,,,,0,1,,,0
Implementing a Data Warehouse with SQL Server 2012 ,,0,0,0,,,,,,0,0,
Learning 200 jQuery Functions with 800 Examples,,,,,,1,,,,1,1,
Create Complete Web Applications easily with APEX 5,0,,,0,,1,,,,,,
"Learn Gulp, The Streaming Build System",,,,,0,,,0,,,,
Perfect React JS Course - Understand Relevant Details,,,,,,,,0,,,,
Create a classified website in 2 hours - guaranteed,,,,,,,,0,,,,
Learn HTML And CSS From Scratch,,1,,,0,,,,,0,,
Become a Certified Web Developer - Beginner to Expert,,,,,,,,1,,,,
Complete Bootstrap 4 course - build 3 projects,0,,,,,,0,,,1,1,
Up and Running with Phalcon,,,,,,1,0,,,0,,
HTML : HTML Awesomeness,,,0,,,,1,,,,1,
Build CRUD Application - PHP & Mysql,,1,,,,,,,,,,
All You Need To Know About AngularJS - Training On AngularJS,,0,,,,,0,0,0,1,,
PSD To a Creative Landing Page Using Twitter Bootstrap 3,,,,1,1,,,,,,0,1
Ready for Production with Spring Boot Actuator,,,,,,,,,,1,,
AngularJS For Beginners,,,,1,,,,,,,,
Learning Path: Akka: Building Applications and Microservices,,1,,,,,,,,,,
Set up a localhost Web Server for Faster Website Development,,,,,,,,,0,,,
Mastering Meteor: Reactive Full Stack JavaScript,,,,,,,,0,,1,,
Build A Professional Wordpress Website In An Hour,,,,,,,0,,1,1,0,
Build a file hosting/sharing site in less than 2 hours ,,,,,,,,,1,,,
Introduction to Java Programming for Online Learners,,,0,,,,,,0,0,,0
Create full featured Landing Page in Ruby on Rails in 3 hour,,,1,1,0,,,0,,1,,
How to create a  video blog with WordPress,,,,0,,,,0,,1,,
PHP For WordPress Development,,,,,,,1,,,,,
Create a Professional Website Without Programming/Coding,,0,,,,,,,,,,
How to Build an Autocomplete System Like Google,,0,,,,,,,,,,0
Master EmberJS : Learn Ember JS From Scratch,1,,0,0,,,0,1,,,0,
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,0,,,,,,,,,,,
Learn Top Ten PHP FrameWorks By Building Projects,0,,,,,,,,,1,,
How to Make a Video Blog Website From Scratch w/ Wordpress ,,1,,,1,0,1,,,,,
Build Websites And Apps By Outsourcing,,0,,,,,,,,,0,1
Learning Path: Web Applications with Spring and Angular,,,,,,,0,,,1,,
Learn Ruby on Rails By Building Projects,0,1,,,,,,,,,,
Canvas image Creator HTML5 JavaScript project from Scratch,0,,,,1,,,,0,,,
Javascript Essentials,0,,0,,,0,,1,0,,,
Devtools 2017: The Basics of Chrome Developer Tools,1,,0,1,,,0,,,,,
Chrome Extensions : Develop 5 chrome extensions from scratch,,1,,,,0,0,,,,,
Learn how to quickly build websites using Wordpress,,0,,,,0,0,,0,,,
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,,,,1,,,,,1,0,,
Develop a Professional OnePage WordPress site With No Coding,,,0,0,,,,,,1,,
PHP Specialist (2017 Edition),,,,,1,,,1,0,,,
Python Programming: Create an Digital Marketplace in Django,,,1,,,,,,,,,
Create Ajax Chat App with PHP & Mysql,,,,,,,,,,,,
Mastering Thymeleaf with Spring,,,,0,1,1,,,,,0,
Learn Rails Programming in Less than 2 Hours,,,0,,,,,,,,1,
Wordpress Backup & Restore,,,,,,,,,,,,
Learn JavaScript Dynamic Interactive Projects for Beginners,,,,1,,,,,,,,1
Build Modern Websites Super Fast,1,,,,,,0,,,,,
SAP - Learn SAPUI5 Professional Development,0,,,,1,0,1,,,1,,
Wordpress Security,,,,,,,,,0,,,
Learn HTML5 At Your Own Pace. Ideal for Beginners,1,0,0,,,,,,,,0,1
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,,1,,,,,,,,1,,
Build Real World Websites from Scratch using HTML5 and CSS3,0,0,,0,,,0,,,,,
How to become an App Developer,,,1,,,,,,,,,
"Modern JavaScript: Building Real-World, Real-Time Apps",,0,,,,0,,,,0,0,
JavaScript Introduction to Object Oriented JavaScript,,0,,,,0,,,,,,
Core HTML How to get online quickly HTML to HTML5 ,,,,,,,,,1,,,
Building Websites JavaScript and the DOM,,0,,,,,0,,,,0,
Complete Login and Registration System in PHP and MYSQL,,,,,,0,,,,,1,1
The Complete E-Commerce Web Developer Course 5.0,0,0,,,,,,,0,,,
HTML5 canvas Bootcamp for beginners 25 easy steps,,,,,,,,0,,,,
Advanced HTML5 Tutorial for Web Developers,,,,0,1,,1,,1,,,
Learn the Basics of Programming for Marketers,,,,,,,,0,,,1,
Css For Beginners,,1,,,0,,,,,,1,
GRUNT js: Automate web development tasks and save your time,,,,,,,,,,,,
Mastering Web and Mobile Debugging Using Chrome Dev Tools,,,,,,,,,,,,
HTML : Beginner Guide to HTML writing,,,,,,,1,,,,0,
Build Web Apps Using EmberJS: The Complete Course,,0,,1,0,,,1,0,,,
SharePoint 2013 Development using C# - Part I,,,,,,,,,,0,,0
SAP Crystal Reports with ASP.Net (Step by step),,,,0,,,,1,,,,
Building Responsive Data Visualizations with D3 JS,1,,,1,,,0,,,,0,1
Learn Rails Programming in Less than 30 Minute - Lite,,,,1,,,,,,,,1
SASS - Beginner Crash Course,,,,,1,,,,,,,0
Angular 2 Fundamentals for Web Developers,0,,,,,,,,1,1,,
Easily Learn Web Development With Drop & Drag: OptimizePress,,1,,0,,,,,,,,
XML XSLT - Crash Course for Beginners,,,,,,,,,,0,,
Create Your Own Successful Online School To Sell Courses,,,,,,,,,,,,
Flask Tutorial Step by Step,,1,,,,,0,,,,,
Ruby on Rails a Beginners Guide ,,,0,0,0,,,0,0,,0,1
Mastering Basic CSS Selectors.,,,,,,0,,,,,,
Create a Website Similar to Facebook from Scratch!,,1,,,,1,,,,,0,
Comprehensive TypeScript,,,,,,,1,,1,,,
"Essential HTML, CSS & HTML5 Training",,1,0,,,,0,,,,1,
HTML 5 and CSS 3 - tricks and workarounds,1,,,,,,0,,,,,
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",,1,0,1,,,,,,1,0,
WordPress Plugins Treasure Chest,,,,,,,,,0,0,,
Practical Understanding of PHP and MySQL,0,,,,,,,1,,,,
"AngularJS for Beginners, Single-Page Applications Made Easy",,1,0,,0,,,0,,,,
Building a Social Network in PHP & MySQL From Scratch,,0,,,,,,,,,,
XML DOM - Crash Course for Beginners,,1,,,,1,,,,,1,
Create a Powerful Website with the Cool Bootstrap Framework,0,,,,,1,,,,,1,
HTML5 and CSS3 -Start building beautiful websites,,,,,,,,,0,,,1
Getting Started as a Web Developer,,,,,1,,,1,,,0,
Learn Laravel: Create Your Web App Step-By-Step,,,0,1,,,,,,,0,
Professional Web Scraping with Java,,,1,,,,,,,,,0
3D Programming with WebGL and Babylon.js for Beginners,,,,1,,,1,,0,,,
Learn to make a colorful one page website,,0,,,1,0,,,1,1,,
WordPress Plugin Tutorial,,,1,,,,,,,,,
Introduction to HTML,,,,,,,,,,,1,
Learn JavaScript From Scratch:Become Top Rated Web Developer,,,,,,0,,,1,1,,
"Installing Wordpress 4 - Installation, Registrars & Hosting",,,,,,,,,1,,,
Learn PHP Programming for Absolute Beginners,,,,1,,,,1,,,,
WordPress for Beginners 2017 + Google AdSense Implementation,,,1,0,,1,,,,0,0,
JavaScript for beginners in 1 hour,,,1,,,,,,,,,0
HTML5 and CSS for Beginner To Expert,,,,,,,,,0,,1,0
Become a Kick-Ass Web Developer: From Newbie to Pro,,,,,1,,1,,,,,
Django Tutorial: Build Your First App Fast & Free! ,,,,,,,,,0,,,1
Create a social network using PHP Mysqli HTML Css and JQuery,,,,,,,0,,,1,1,
PHP - Send and Receive Mobile Text Messages (SMS),,0,0,,,1,,0,1,,1,
Complete PHP Course with OOP Start to Finish!,,,,1,,0,,,,0,,
Coding Made Easy: HTML & CSS For Beginners,,,,,,,1,,,,,
WordPress Security - The Ultimate Security Guide,,,,,,,,,,,1,
How to Make a Single Page Website for Freelancers & Agencies,,,,,,,,,,,,
Learn to Use jQuery UI Widgets,,,,,0,,,,0,0,,0
Learn to Create Responsive Layouts in 30 Minutes,,1,,,0,,,,,,,
Web Building Starter Pack. Html Css and JQuery Animations,,,,,,,1,,,,,
Getting Started with Angular 2+,,,,,,,,,,,,
Intro to PHP Web Application Development with Symfony,,,,,,,,,0,,,
Learn OAuth 2.0 - Theory and Hands On,,,,1,,0,,,,,,
Learning CSS3 - A Comprehensive Tutorial For Web Developers,,,0,,,0,,,1,,,0
Professional WordPress Theme Development from Scratch,,,,,,,,1,,,,
PHP Zend Framework 1.11:Creating a CRUD Application,,,,,,,,0,,,0,
Write quicker HTML5 and CSS 3; productivity hacks with emmet,,,,,,0,,,,,,
The Ultimate jQuery Course,,,,,,1,0,,,,,
Build an Advanced Single Page with Bootstrap & WordPress,,,,,,,,,,,,1
Master all PHP ideas 2017 to build any project,,1,0,,,,,,,,,
A Beginner's Guide to the Meteor JavaScript Framework,,,,,,,,,0,,,
Create an E-commerce website without any coding,,,,,,,0,1,,,,
Learn To Build Apps Using Play Framework,0,,,,,0,,,,,,
Introducing Ionic 2,,,,1,,,1,,,,,
Learn Laravel with Database Migration & Seeding & Faker,1,,,,1,,,,,,,
Create a Client Network by Hosting WordPress Sites,,,,,,,,,,,,
Introduction to PHP Slim Microframework,1,,,,,,,,,,,1
ASP :basics for beginners,0,,,,1,1,0,,1,0,,
"WordPress Development With NodeJS, Gulp, Composer & More",,,,,,,0,,,0,0,
Become PHP Facebook Developer: Password-Less Authentication,,0,,,,,,,0,1,,
How To Create Your Very First Website With HTML and CSS,,,0,,1,,,,,,0,
Learn JSON for beginners with JavaScript,,1,,,0,,,,,,,
Ultimate guide to Social Media Web development integration ,,,,,,,,,,,,
A Complete Laravel basics from beginner to expert,,,,,,,,,,,,
JQuery Basics - Learn JQuery From Scratch,1,,,1,,,,0,,,,1
Learn MeteorJS By Building 10 Real World Projects,,,,,,,,,,,0,
JavaScript Basics for Beginners Introduction to coding,,,1,,,,,,,,,
AngularJS Masterclass - Deep Dive & Understand AngularJS,1,,,,,0,,1,1,,,
HTML5 for beginners,,,,,,1,,1,,,,
All in one HTML CSS and JQuery,,,,,,,,,0,,1,1
Responsive Design with NEW Materialize,,,,,,0,,,,,,
Create a Responsive Business Website with WordPress,1,,1,,,0,,,,,,
PHP webservices,0,,0,,,,1,,,1,,
JavaScript Promises: Applications in ES6 and AngularJS,,1,,,0,,1,0,,0,,
Learn to build 20 websites and build 14 iOS9 apps with swift,,1,0,1,0,,,,,1,1,
Professional CSS Flexbox,,,,1,,0,,,,,1,0
XML :basics for beginners,,,,,,,,,1,,,
How to create Paypal and Credit card Payment Buttons,,,,,,0,,,0,,,
Customizr - Learn WordPress with the ultimate creative theme,,0,0,,,,,0,,,,
How To Create a Local Wordpress Environment,,0,,,,0,,0,1,,,
Fun and creative web engineering with Python and Web2py,,,,,,1,0,,,,,
WordPress for Beginners - Build Your First Website in 2017,,,,,,,,,1,,,
Learn to Make an Animated Image Gallery using HTML5,,,,,,0,,,,,,
Projects in Foundation Framework - Learn By Building 10 Apps,1,0,,,,,,,,,,
Drupal for Beginners,,,,,,,,,1,,,
Laravel : CRUD Application Using AJAX In Laravel 5.3,,1,0,,1,,0,,,,,
Foundations of Front-End Web Development,,,,,1,,,,,,,0
Angular 2 - Superheroic Framework,,1,1,,,1,1,,,1,,1
Social Network Web Development,,,,,0,,,,0,,1,
For Free - Deploy Quickly Spring Boot on Heroku With MySQL,,,,0,,,,,,,,
Building Web Applications with Spring MVC,1,,,,,,0,,,0,,
"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",1,,,0,1,,1,,,,,
HTML & CSS - Learn to build sleek websites ,0,,,,,,,,0,,,0
Master Angular 2 - The No Nonsense Course,,,,0,,,,,,,,
Master ASP . NET 4 from scratch,0,,,,,0,,,1,,,
CoffeeScript: The Good Parts—Write Better javaScript,0,,,,0,1,,,,,,
Mastering Magento,,,,,,,1,1,,,,
Ultimate JavaScript Strings,,,,,,0,,0,,,0,
Your Own Site in 45 Min: The Complete Wordpress Course,,,,,,,,,,,,
Redirect Your Visitors By Country Easily -Wordpress Tutorial,0,,,,,,,1,,,,
Learn Knockout JS Framework from GroundUp,1,,1,,,0,,,,,0,
Build Responsive Websites  in an Hour using Portalfin,,,,,,,,,,,,
Master Riot: Learn Riot.js from Scratch,1,,,,,,,,,,,
Learn W3.CSS,,1,,,,,,,,,,
Learning Axure RP,,,,,,,,,0,,,
"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",,,,,,,1,,,,1,
"Kids Coding -Introduction to HTML, CSS and JavaScript",,1,,,0,,1,,,,,0
Introduction to Voice Design with Amazon's Alexa,1,,,,,,1,,0,,,
How to Create a Social Network For a Niche-Related Community,,,,,,,,,,,,
Webpack 1 & 2 - The Complete Guide,,,,,,,1,,,,,
Star Rating Project AJAX with JSON response from PHP MySQL,1,,,,0,,,,1,0,1,
Wordpress for beginners :Build Websites Fast without Coding ,,,1,,,,,,,0,0,
ASP.Net MVC Quick Start,,,,,,,,1,,,,
Build a Chatbot integrated Website using Bootstrap 4,1,,,0,,,,,0,,,
How To Create A WordPress Website Without Paying A Developer,,,0,0,,,,,,0,,
PSD to Bootstrap 3 for Beginners using HTML & CSS,,,,,,,,,,,,
Build Advanced Responsive Websites with Foundation 6 & SASS,,,,,,0,,,,,0,0
Learn Essential Javascript Fundamentals - Lite,,,,,0,,,,1,,,
Learn HTML in 2 hours!,,,,,0,,0,,,,,1
Laravel 4 try and enjoy php coding,,0,,0,,,,,,,,
Wordpress Beginner Tutorial: Build Your First Website,,1,,,0,,,,,,,
Build Complex Express Sites with Redis and Socket IO,,0,,,,,,,0,,1,
Building a ASP.NET MVC 5 Membership Website,,1,1,,,,,,,1,,
Drupal Views: Introduction to Enhancing Your Drupal Website,,,,,,0,,,,,,
Bootstrap Bootcamp - Responsive web development- 8 projects,,,,,0,,,0,0,,,
Self Advertise Using PowerPoint Twitter and Facebook on ios,1,,,,,,,,,,,
Learning Bootstrap 3 - Tutorial From Infinite Skills,,,,,0,,,,,,0,
Practical Web Development: Make Websites Quickly And Easily,,,,,,,,,,,,
"Learn animation using CSS3, Javascript and HTML5",,,,,,,,,,,,
Creating Interactive HTML5 Video,1,,,,0,,,,0,,,
Optimizing Wordpress for More Speed and Revenue,,,0,1,,,,0,,,,
JavaScript project Learn to create a memory Game and more,,,,,,0,,1,,1,,
The Complete JavaScript Bootcamp,,,,,,,,,,,,
JavaScript for Absolute Beginners,,1,,,1,,,0,,,,1
Complete JavaScript Course for Beginners with Easy Examples,,,,,,,,,,1,1,
Angular 2 Master Class with Alejandro Rangel,,1,,,,,,,,0,,
Quick learning jQuery web development,,,,0,,,1,1,,0,,
Google Blogger Course,0,,,,,,,,0,,,
"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",,,,,0,,,1,,,,
PHP Tutorial: Learn PHP Basic Programming for Beginners,,,,,,,,,1,,,1
Mastering Modern Web Development Using React,,0,,,,,1,,,1,0,
"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",,,,,,,,,,,0,
The Essential Web Developer Course - Build 12 Websites,1,,,0,,,,,1,,,
Build Powerful Websites & Blogs using WordPress - No Coding,,,,,,1,,,,,1,
Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,0,1,,,,,,1,,,,
Building Web Apps Using Flask and Neo4j,,,,,,,1,,,,,
Learn Web Animation the Easy Way: An Intro to SVG and GSAP,,0,,,,,,,,,,
Build Your Own Membership Website With Joomla,,,,,,,,1,1,,,
Learn Spring Security 4 Basics - Hands On,,,,,,,,,1,1,0,
Display and analyze GIS data on the web with Leaflet.js,,0,,,1,1,,,,,,
How to Build a CMS with PHP,,,,0,1,,,1,,,,
Responsive Web Design with HTML5 and CSS3 - Introduction,,1,,,0,,,,,,,
Master Typescript : Learn Typescript from scratch,,0,,,,,,1,,,,
XSD :basics for beginners,,,,,,,,,,0,,
Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,1,,,,,,,,,0,,
Css Positioning For Absolute Beginners: A Basic Introduction,,,,,,,,,,,,
Creating User Authentication System in CodeIgniter,,,,,,,,,,,,
How to easily Manage your WordPress Website,1,,,,1,,,1,0,,,0
Wordpress For Beginners: Create a Professional Website,,,0,,,,1,,,0,,0
"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",,,,0,,,,,,,,
Automate Web Development With Gulp JS,,,,,1,,,,,,,
Bootstrap 4 Responsive Web Design and Development,,,,,,,1,,1,,,
Intro To HTML & CSS: Web Development For Beginners,,,,,,,,,1,1,,1
Become Exceptional in HTML and HTML5,,,0,,,0,,,,,,
Become a Rockstar Web Developer - Learn By Coding,1,,,,0,,,,,,1,1
Spring 4 Mastercourse: Covers Annotation & XML Configuration,0,,,,1,,1,,,0,,0
WordPress Plugin Development for 2017 - Build 14 Plugins,,,,,,,1,,,,,
Single Page Application of MVC 5 Using AngularJS,,0,,,,0,0,,,,,
"Learn to Code in HTML5, CSS3, and JavaScript",,,,1,,0,,,,,,0
Web Application Development - Learn by Building 3 Web Apps,1,0,,0,0,,,,,,,
Rails Ecommerce App with HTML Template from Themeforest,,0,0,,,,,,,,0,
Writing CSS with {LESS} - Tutorial From Infinite Skills,,,,,0,,,,,,,0
Login and Registration from Scratch with PHP and MySQL,,1,0,0,,0,1,,,,,
Getting Started with Magento,,,,,,,0,,,,,
Ruby on Rails Foundations,,0,,0,,,1,,0,,,
Core Concepts in HTML 5,,1,,,,0,,,1,1,,
Learn Azure Cloud Step by Step,,,,,,,1,,,,,
Learn Facebook Flux Architecture for Web Applications,,,1,0,,,,,,,,
"Create free, fast and secure static website",,,,,,,,,,0,,
Object Orientation in PHP,,,1,0,1,,0,,,,,
Creating Custom Web Maps,,,,,,,0,,,,,
Build A YouTube Downloader With C# And GitHub,,,,,,0,,,,,0,
Querying Microsoft SQL Server 2012 - (Exam No. 70-461),,1,,,,,,,1,,,0
HTTP Clients with Laravel: Use and Consume Services and APIs,1,,,,,,0,,,,,
Modern E-Commerce Store In php & mysqli With Bootstrap,1,,,1,,,,,,0,,
Simple And Easy: Wordpress For Beginners,,,0,,,,,,,0,,
Create Website from scratch in Urdu & Hindi,,,1,,,0,,1,,,,
Advance Unix : File Processing: AWK | GREP | VIM,,,,,,,,1,,,,0
Introduction to Node.js Development,,1,1,,,,,,,,0,1
Advance JavaScript for Coders: Learn OOP in JavaScript,0,,,,0,1,,,,,0,
Web Development With Google Maps,,,0,,,,,,,,,
jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,,,,,,,,0,,,,
Learn Spring Security 4 Intermediate - Hands On,1,,1,1,,0,,,,,,
Learning Path: The Road to Elasticsearch,,0,,,,,,,,,,
HTML/CSS Bootcamp,,,,,,,0,,,1,,0
JavaScript High Performance,,,,,0,,1,,,,,
Node:js : Building Rest Apis with Sails.js,,1,,,,,,,0,,,
Fundamentals of Angular 2 Full Stack Design,,,,,,,1,,,,,
Create Newsletter Subscription Form with PHP/AJAX in 40 Min,,,,,,,,,,,,1
AppML :basics for beginners,,0,1,0,,,0,,1,,,
How to manage your own VPS and create websites,,,,,,,,,,,,1
Learn BuddyPress: Build A Social Network with WordPress,,1,,,,,0,,1,,,
HTML FOR BEGINNERS,,,,,0,,0,,0,,,
XML XQuery - Crash Course for Beginners,,,,,,0,,,,0,,
Simplified Cross Browser Web Testing Using VirtualBox,,1,1,,,,,,1,,,
JavaScript and jQuery Basics: Start The Journey,0,,,,,,1,,,0,,
How to Install WordPress From Scratch,,,,,,,,1,,,,
CSS :basics for beginners,,,,,,,1,0,,1,,
"WordPress Development - Themes, Plugins & Single Page Apps",,,,,,,1,,,,,
Learn Effective HTML in No Time!,0,,,,,1,,,,,,
HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,0,,,1,,,,,,1,,0
Building a Search Engine in PHP & MySQL,1,,,,,,,,1,0,,
create a search engine for your website!,,0,,,0,,,,,,,
Learn basics of HTML in 30 Minutes,,,,,,,,,1,,,
JavaScript from Scratch for Very Beginners,,0,1,,,1,,,0,0,,
Learn Web Development by Creating a Social Network,,0,,,0,,,,,1,,0
CSS Image filters - The modern web images color manipulation,,,,,1,,,0,,,,
Building Responsive Websites with Bootstrap 3 Framework,,,1,,0,,1,,,0,1,
Create a Membership Site with Wishlist Member & Wordpress,,,,0,,,,,,,,1
Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,,0,,,,,1,,,,,
17 Complete JavaScript   projects explained step by step,,,,1,,,,,,,,
Mastering Unix : AWK Commands,,,,,,,,,,,,
Cakephp:Creating a CRUD application,1,,,,,,,,0,1,,
HTML and CSS: A Guide to Web Design,,,,,0,,,0,,0,,
Drupal 8 Site Building,,,,,,,1,,,,,
Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,,,,,,,1,,,,,
Essentials of Spring 5.0 for Developers,,,,,,,,,,,,
The Extreme Web Development Course - For Beginners,,,,,,,1,,,,,
JQuery DOM and Ajax Concept Explained for Beginners,,0,0,,0,,,,,,,0
HTML Forms For Beginners: A Basic Introduction  ,,,,,,,,,1,,,
Ultimate JavaScript Objects,,,,,,,,,,,,1
The Complete Web Developer Course - Build 20 Websites,,0,,,1,0,,0,,1,,0
"Simple Javascript: Learn by Doing, Beginners Welcome!",,,,,1,0,,,0,,0,
"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",,,1,,0,,,,0,,1,
Learn HTML5 Canvas for beginners,1,,,0,0,1,,,,,,
Bootstrap 4 Beginners: Code a Responsive Landing Page,,0,,,,,1,,1,,0,
Build Wordpress CMS Clone with Laravel 5,,,,0,,,,,,1,0,0
XML DTD - Crash Course for Beginners,,,1,,,,0,,,,1,
